Latitud,Longitud,P(ppm),K(ppm),N(ppm),S(ppm),pH,Compactacion(MPa)
-27.4358338135338,-51.1739515749841,29.6,282.0,57.8,23.6,6.03,1.97
-27.4358789534932,-51.1739516457554,42.6,297.1,62.6,34.2,6.42,1.48
-27.4359240934524,-51.1739517165269,46.8,389.8,81.0,36.6,6.6,1.54
-27.4359692334112,-51.1739517872986,42.5,312.4,71.8,28.8,6.39,1.41
-27.4360143733698,-51.1739518580705,44.4,327.7,60.5,33.5,6.36,1.27
-27.4360595133281,-51.1739519288425,48.3,384.0,69.2,39.9,6.83,1.28
-27.4361046532861,-51.1739519996147,47.0,375.5,77.0,37.7,6.55,0.94
-27.4361497932438,-51.173952070387,28.8,289.3,52.6,26.0,6.09,1.9
-27.4361949332012,-51.1739521411596,28.4,217.5,47.2,25.9,5.82,1.87
-27.4362400731583,-51.1739522119322,36.5,324.7,75.1,32.0,6.4,1.74
-27.4362852131151,-51.1739522827051,33.7,260.2,55.9,20.6,6.12,1.7
-27.4363303530716,-51.1739523534781,46.7,394.5,68.2,39.6,6.87,1.55
-27.4363754930278,-51.1739524242513,50.5,363.0,75.3,42.4,6.63,1.21
-27.4364206329838,-51.1739524950246,30.5,207.3,50.1,18.7,6.04,2.23
-27.4364657729394,-51.1739525657981,30.1,237.6,58.9,26.6,6.26,2.05
-27.4365109128948,-51.1739526365718,31.1,244.0,52.0,30.0,6.29,1.93
-27.4365560528498,-51.1739527073456,26.7,224.5,42.2,21.6,5.89,1.82
-27.4366011928046,-51.1739527781196,47.4,377.1,68.0,43.4,6.78,1.46
-27.4366463327591,-51.1739528488938,39.9,329.1,67.1,24.8,6.23,1.2
-27.4366914727132,-51.1739529196681,48.0,386.5,77.4,37.3,6.67,1.25
-27.4367366126671,-51.1739529904426,49.0,362.5,76.3,39.2,6.68,1.17
-27.4367817526207,-51.1739530612173,44.4,383.2,70.6,35.1,6.64,0.8
-27.436826892574,-51.1739531319921,39.6,319.9,65.8,26.9,6.62,1.63
-27.4369391464763,-51.173852123233,35.4,291.0,49.0,27.6,6.33,1.76
-27.4368940065235,-51.173852052499,36.1,260.1,57.7,32.4,6.36,1.64
-27.4368488665704,-51.1738519817651,42.6,326.9,56.9,34.4,6.49,1.53
-27.436803726617,-51.1738519110313,45.8,359.5,65.9,35.9,6.5,1.37
-27.4367585866633,-51.1738518402978,47.6,338.3,70.4,34.0,6.64,1.51
-27.4367134467093,-51.1738517695643,39.3,332.2,74.6,29.0,6.6,1.59
-27.436668306755,-51.1738516988311,30.5,282.0,49.1,25.9,6.13,1.84
-27.4366231668004,-51.173851628098,41.6,383.1,81.1,40.5,6.81,0.97
-27.4365780268455,-51.1738515573651,45.1,402.0,72.7,44.6,6.78,1.31
-27.4365328868904,-51.1738514866324,46.1,406.5,77.6,38.4,6.64,1.53
-27.4364877469349,-51.1738514158998,40.9,305.4,65.7,29.4,6.41,1.72
-27.4364426069792,-51.1738513451674,33.3,182.6,51.2,14.8,5.88,2.04
-27.4363974670232,-51.1738512744351,40.0,312.7,61.8,29.1,6.39,1.74
-27.4363523270668,-51.173851203703,37.8,311.2,59.0,35.9,6.29,1.77
-27.4363071871102,-51.1738511329711,38.5,352.2,64.0,31.7,6.38,1.26
-27.4362620471533,-51.1738510622393,38.5,346.8,71.7,36.7,6.69,1.28
-27.4362169071961,-51.1738509915077,48.4,381.6,86.1,39.0,6.71,1.0
-27.4361717672386,-51.1738509207763,42.9,375.0,75.7,31.9,6.66,1.4
-27.4361266272808,-51.1738508500451,28.8,233.5,50.3,21.9,6.12,1.89
-27.4360814873227,-51.173850779314,45.0,365.6,71.9,37.9,6.52,1.52
-27.4360363473643,-51.173850708583,38.6,361.3,69.5,36.4,6.44,1.13
-27.4359912074056,-51.1738506378523,49.8,378.5,76.0,34.8,6.61,1.37
-27.4359460674467,-51.1738505671217,32.7,258.0,51.0,29.4,6.25,1.85
-27.4359009274874,-51.1738504963912,43.1,348.0,64.9,27.0,6.64,1.44
-27.4358557875279,-51.1738504256609,37.9,313.7,57.7,30.3,6.35,1.51
-27.435810647568,-51.1738503549308,40.0,315.6,69.4,35.4,6.46,1.49
-27.4357655076079,-51.1738502842009,52.3,380.6,79.9,33.2,6.64,1.32
-27.4357203676475,-51.1738502134711,45.0,415.3,79.6,43.0,6.58,1.27
-27.4356752276867,-51.1738501427415,50.6,394.9,65.2,36.9,6.72,1.31
-27.4356300877257,-51.173850072012,48.1,395.7,93.5,35.2,6.78,1.13
-27.4355849477644,-51.1738500012827,39.3,282.6,56.3,26.9,6.27,1.94
-27.4355398078028,-51.1738499305536,38.4,265.0,57.3,29.3,6.23,1.5
-27.435494667841,-51.1738498598247,46.8,362.8,84.1,41.4,6.59,1.27
-27.4354495278788,-51.1738497890959,33.2,246.3,61.0,28.5,6.11,2.01
-27.4354043879163,-51.1738497183673,31.8,260.8,53.3,23.3,6.11,1.87
-27.4353592479535,-51.1738496476388,51.5,373.7,65.3,40.2,6.85,1.21
-27.4353141079905,-51.1738495769105,28.3,247.9,37.0,26.3,5.95,2.13
-27.4352689680271,-51.1738495061824,39.7,270.2,57.4,30.4,6.23,1.87
-27.4352238280635,-51.1738494354544,42.8,309.3,59.5,31.1,6.57,1.61
-27.4351786880995,-51.1738493647266,41.0,356.3,71.2,31.9,6.55,1.63
-27.4351335481353,-51.173849293999,41.5,343.7,69.9,27.5,6.42,1.5
-27.4350884081708,-51.1738492232715,50.6,398.3,75.2,40.2,6.78,1.47
-27.4350432682059,-51.1738491525442,44.5,412.7,71.8,37.6,6.78,1.48
-27.4349981282408,-51.173849081817,49.5,369.2,70.7,34.9,6.57,1.5
-27.4349529882754,-51.1738490110901,28.7,263.5,48.5,26.9,6.12,1.84
-27.4349078483097,-51.1738489403633,26.4,219.4,54.7,23.6,5.9,2.05
-27.4348627083438,-51.1738488696366,36.5,269.2,60.8,23.9,6.26,1.77
-27.4348175683775,-51.1738487989101,25.4,230.9,43.0,24.5,5.77,2.0
-27.4347724284109,-51.1738487281838,37.4,310.6,66.6,28.4,6.31,1.82
-27.434727288444,-51.1738486574577,32.6,239.4,53.0,26.3,6.2,1.69
-27.4346821484769,-51.1738485867317,48.1,418.7,75.4,37.4,6.53,1.32
-27.4346370085094,-51.1738485160058,31.0,222.8,48.4,26.2,6.18,2.14
-27.4345918685417,-51.1738484452802,35.1,270.1,56.5,22.4,6.17,1.95
-27.4345467285736,-51.1738483745547,41.9,335.0,67.0,28.9,6.29,1.74
-27.4345015886053,-51.1738483038294,41.1,316.7,68.5,29.8,6.45,1.51
-27.4344564486367,-51.1738482331042,55.0,408.5,80.4,39.9,6.77,1.39
-27.4344113086678,-51.1738481623792,51.6,350.3,85.2,35.8,6.66,1.22
-27.4343661686986,-51.1738480916544,27.1,237.6,49.0,21.0,5.9,2.32
-27.4343210287291,-51.1738480209297,42.0,393.1,72.2,44.2,6.6,1.75
-27.4342758887593,-51.1738479502052,30.9,253.5,51.2,27.1,6.05,1.76
-27.4342307487892,-51.1738478794809,40.9,338.2,71.0,28.1,6.48,1.39
-27.4341856088188,-51.1738478087567,34.4,227.3,48.4,27.5,6.12,2.15
-27.4341404688482,-51.1738477380327,27.8,244.4,46.1,28.5,5.96,1.76
-27.4340953288772,-51.1738476673088,29.3,247.7,45.1,26.9,6.12,1.79
-27.4340501889059,-51.1738475965852,30.5,244.1,52.8,27.1,6.1,1.84
-27.4340050489344,-51.1738475258616,44.0,341.5,70.6,37.7,6.48,1.6
-27.4339599089625,-51.1738474551383,45.8,383.3,80.7,38.1,6.77,0.69
-27.4339147689904,-51.1738473844151,43.8,399.6,75.2,38.4,6.62,1.28
-27.433869629018,-51.1738473136921,33.7,266.0,51.7,24.3,5.99,2.01
-27.4338244890453,-51.1738472429692,42.7,355.5,70.5,33.8,6.34,1.68
-27.4337793490723,-51.1738471722465,27.7,232.6,40.9,23.5,5.97,2.09
-27.433734209099,-51.173847101524,40.2,291.8,58.7,24.7,6.26,1.92
-27.4336890691254,-51.1738470308017,38.5,345.6,62.2,35.5,6.53,1.54
-27.4336439291515,-51.1738469600795,46.2,353.2,78.5,33.8,6.69,1.21
-27.4335987891773,-51.1738468893574,45.3,379.7,77.0,36.8,6.61,1.06
-27.4335536492028,-51.1738468186356,47.4,332.7,77.0,31.3,6.57,1.67
-27.433508509228,-51.1738467479139,38.7,288.1,63.5,34.1,6.48,1.61
-27.433463369253,-51.1738466771923,42.2,301.7,67.3,36.8,6.54,1.77
-27.4334182292776,-51.173846606471,31.5,258.6,57.8,26.3,6.09,1.94
-27.433373089302,-51.1738465357498,40.6,317.0,70.0,34.8,6.52,1.46
-27.4333279493261,-51.1738464650287,52.8,377.4,70.9,45.8,6.79,1.16
-27.4332828093498,-51.1738463943078,32.5,284.2,65.0,33.0,6.31,1.81
-27.4332376693733,-51.1738463235871,34.1,285.0,44.5,24.8,5.97,1.73
-27.4331925293965,-51.1738462528666,41.9,337.6,68.0,32.8,6.46,1.39
-27.4331473894194,-51.1738461821462,37.4,343.8,68.8,36.0,6.52,1.39
-27.433102249442,-51.173846111426,33.0,287.9,60.8,29.0,6.17,1.85
-27.4330571094643,-51.1738460407059,34.4,242.3,52.8,25.7,6.1,1.92
-27.4330119694863,-51.173845969986,27.2,213.5,50.9,20.2,5.96,1.81
-27.432966829508,-51.1738458992663,36.7,282.1,58.9,29.7,6.24,1.87
-27.4329216895294,-51.1738458285468,31.3,303.6,55.6,29.3,6.1,1.9
-27.4328765495506,-51.1738457578274,23.7,223.6,42.6,24.9,6.21,2.03
-27.4328314095714,-51.1738456871081,43.6,387.0,77.9,37.4,6.69,1.36
-27.432786269592,-51.1738456163891,40.0,248.3,56.8,35.9,6.29,1.37
-27.4327411296122,-51.1738455456702,48.8,391.4,82.1,41.3,6.75,1.09
-27.4326959896322,-51.1738454749514,45.8,356.3,69.6,33.4,6.47,1.55
-27.4326508496519,-51.1738454042329,31.4,256.2,47.4,21.4,6.12,2.05
-27.4326057096713,-51.1738453335145,33.7,265.0,57.8,39.9,6.19,1.6
-27.4325605696903,-51.1738452627962,52.7,391.5,76.6,38.3,6.73,1.32
-27.4325154297091,-51.1738451920782,31.4,306.1,50.8,25.0,6.08,2.02
-27.4324702897276,-51.1738451213603,34.8,309.3,63.3,21.9,6.28,1.75
-27.4324251497458,-51.1738450506425,50.7,384.1,84.5,34.5,6.58,1.06
-27.4323800097638,-51.1738449799249,41.7,317.1,69.6,31.0,6.37,1.87
-27.4323348697814,-51.1738449092075,48.4,416.8,69.7,36.4,6.56,1.3
-27.4322897297987,-51.1738448384903,42.1,346.6,68.6,32.4,6.52,1.51
-27.4322445898158,-51.1738447677732,45.5,402.9,73.3,39.7,6.73,1.46
-27.4321994498325,-51.1738446970563,35.6,337.4,62.8,31.6,6.31,1.79
-27.432154309849,-51.1738446263395,27.7,210.4,55.5,27.2,6.09,2.13
-27.4321091698651,-51.1738445556229,46.4,391.0,74.2,37.0,6.63,1.31
-27.432064029881,-51.1738444849065,31.3,238.6,44.2,23.2,6.04,1.77
-27.4320188898966,-51.1738444141902,40.3,381.5,77.7,39.1,6.65,1.46
-27.4319737499119,-51.1738443434741,47.2,391.1,83.9,42.0,6.7,1.03
-27.4319286099269,-51.1738442727582,47.5,429.0,78.7,38.1,6.74,0.91
-27.4318834699415,-51.1738442020424,45.2,365.0,80.8,42.6,6.67,0.91
-27.431838329956,-51.1738441313268,48.8,380.6,67.2,35.1,6.79,1.41
-27.4317931899701,-51.1738440606114,32.2,318.0,61.5,34.4,6.44,1.77
-27.4317480499839,-51.1738439898961,52.5,393.3,80.6,38.1,6.81,1.48
-27.4317029099974,-51.173843919181,51.9,394.4,85.4,36.6,6.87,1.34
-27.4316577700106,-51.1738438484661,48.5,352.8,69.5,34.4,6.55,1.27
-27.4316126300236,-51.1738437777513,37.1,291.8,67.2,29.6,6.38,1.95
-27.4315674900362,-51.1738437070367,44.9,352.8,72.7,40.7,6.61,1.07
-27.4315223500486,-51.1738436363223,38.9,314.2,64.0,36.2,6.27,1.54
-27.4314772100607,-51.173843565608,41.2,314.5,62.5,35.1,6.5,1.55
-27.4314320700724,-51.1738434948939,29.7,210.4,39.8,21.6,6.13,2.18
-27.4313869300839,-51.1738434241799,44.2,351.7,75.4,34.5,6.55,1.42
-27.4313417900951,-51.1738433534661,31.8,274.8,48.9,24.0,5.92,2.05
-27.431296650106,-51.1738432827525,48.1,373.0,74.8,47.0,6.84,1.4
-27.4312515101166,-51.173843212039,35.8,294.1,53.0,29.6,6.14,2.0
-27.4312063701269,-51.1738431413257,27.4,254.4,46.5,24.7,5.88,1.76
-27.4311612301369,-51.1738430706126,30.9,222.4,52.0,25.7,6.13,2.6
-27.4311160901467,-51.1738429998997,26.6,241.4,60.6,25.3,6.12,1.78
-27.4310709501561,-51.1738429291869,33.8,303.8,43.7,26.2,6.19,1.49
-27.4310258101652,-51.1738428584742,44.1,349.1,67.9,35.9,6.54,1.55
-27.4309806701741,-51.1738427877618,30.2,251.2,49.6,27.2,6.1,1.9
-27.4309355301826,-51.1738427170495,41.4,347.8,69.4,36.0,6.67,1.33
-27.4308903901909,-51.1738426463373,29.7,254.0,59.1,22.1,6.33,1.61
-27.4308452501989,-51.1738425756253,43.7,331.3,73.1,32.8,6.72,1.39
-27.4308001102065,-51.1738425049135,48.8,374.0,76.3,39.5,6.67,1.28
-27.4307549702139,-51.1738424342019,51.7,416.8,74.2,40.7,6.92,1.33
-27.430709830221,-51.1738423634904,42.2,348.5,73.8,31.9,6.58,1.44
-27.4306646902278,-51.1738422927791,31.6,272.3,45.7,21.7,6.08,2.15
-27.4306195502343,-51.1738422220679,37.3,267.9,60.6,28.4,6.05,1.68
-27.4305744102405,-51.173842151357,46.3,335.2,69.8,37.4,6.6,1.3
-27.4305292702464,-51.1738420806462,43.5,358.3,69.7,39.6,6.75,1.81
-27.4304841302521,-51.1738420099355,25.3,275.7,52.4,28.2,6.03,2.05
-27.4304389902574,-51.173841939225,43.9,349.8,76.2,33.0,6.73,1.12
-27.4303938502624,-51.1738418685147,39.2,369.3,71.6,38.6,6.74,1.51
-27.4303487102672,-51.1738417978045,37.7,318.0,74.7,28.1,6.42,1.74
-27.4303035702716,-51.1738417270945,37.2,320.8,44.1,25.3,6.6,1.93
-27.4302584302758,-51.1738416563847,37.8,312.0,57.9,25.6,6.15,1.47
-27.4302132902797,-51.173841585675,39.7,307.1,57.2,27.4,6.27,1.63
-27.4301681502833,-51.1738415149655,39.1,332.5,56.1,33.3,6.35,1.63
-27.4301230102865,-51.1738414442562,39.5,329.3,64.5,32.0,6.34,1.52
-27.4300778702895,-51.173841373547,23.7,292.4,51.6,23.9,6.12,2.14
-27.4300327302922,-51.173841302838,41.3,363.2,83.2,42.2,6.67,1.31
-27.4299875902946,-51.1738412321292,27.2,200.6,52.1,17.1,6.09,1.7
-27.4299424502968,-51.1738411614205,48.6,361.8,70.1,42.0,6.78,1.54
-27.4298973102986,-51.173841090712,40.3,351.9,58.9,40.1,6.58,1.81
-27.4298521703001,-51.1738410200036,39.0,337.4,70.8,34.9,6.54,2.13
-27.4298070303014,-51.1738409492955,37.2,306.9,65.0,32.7,6.48,1.72
-27.4297618903023,-51.1738408785874,26.5,244.3,49.0,20.5,6.23,1.91
-27.429716750303,-51.1738408078796,22.9,275.2,46.5,21.7,6.05,2.17
-27.4296716103033,-51.1738407371719,44.4,288.0,61.0,33.4,6.29,1.76
-27.4296264703034,-51.1738406664644,32.4,203.4,44.3,23.1,6.07,2.03
-27.4295813303032,-51.173840595757,21.6,268.2,48.9,22.6,5.81,1.77
-27.4295361903026,-51.1738405250498,24.6,265.2,47.2,28.3,6.14,1.83
-27.4294910503018,-51.1738404543428,31.4,243.0,60.3,25.4,6.39,1.54
-27.4294459103007,-51.1738403836359,25.0,238.0,50.9,22.8,6.13,2.25
-27.4294007702993,-51.1738403129292,50.7,363.3,65.0,33.0,6.64,1.36
-27.4293556302976,-51.1738402422227,35.3,304.5,57.5,30.1,6.35,2.01
-27.4293104902957,-51.1738401715163,37.4,286.0,50.6,28.0,6.27,1.66
-27.4292653502934,-51.1738401008101,44.4,372.3,81.9,41.6,6.79,1.46
-27.4292202102908,-51.1738400301041,31.9,334.2,51.7,28.7,6.06,2.03
-27.429175070288,-51.1738399593982,33.8,250.5,47.1,25.4,6.08,1.6
-27.4291299302848,-51.1738398886925,43.1,321.8,67.8,32.1,6.5,1.58
-27.4290847902814,-51.173839817987,48.5,387.6,88.3,36.8,6.98,1.43
-27.4290396502776,-51.1738397472816,52.3,350.7,73.2,45.9,6.6,1.92
-27.4289945102736,-51.1738396765764,47.5,340.4,72.9,34.0,6.58,1.44
-27.4289493702693,-51.1738396058713,45.7,376.3,77.9,41.2,6.89,1.15
-27.4289042302647,-51.1738395351664,46.0,324.6,61.0,31.3,6.39,1.61
-27.4288590902598,-51.1738394644617,41.9,315.5,56.4,28.8,6.34,1.83
-27.4288139502546,-51.1738393937572,43.5,297.5,77.2,32.7,6.42,1.71
-27.4287688102491,-51.1738393230528,33.4,267.3,54.4,27.3,6.1,2.15
-27.4287236702433,-51.1738392523485,28.0,333.7,59.1,31.3,6.49,1.5
-27.4286785302372,-51.1738391816445,27.3,312.4,57.0,30.2,6.12,1.85
-27.4286333902308,-51.1738391109406,39.9,316.8,52.3,27.3,6.12,1.73
-27.4285882502242,-51.1738390402369,30.1,258.8,54.6,23.0,6.32,2.06
-27.4285431102172,-51.1738389695333,40.1,299.3,58.3,31.6,6.41,1.35
-27.42849797021,-51.1738388988299,41.1,302.7,62.4,31.5,6.34,2.4
-27.4284528302024,-51.1738388281267,39.6,354.8,60.2,32.9,6.4,1.65
-27.4284076901946,-51.1738387574236,37.7,340.0,66.0,34.3,6.48,1.84
-27.4283625501865,-51.1738386867207,33.0,287.9,47.2,27.9,6.08,1.76
-27.4283174101781,-51.1738386160179,30.5,240.9,45.5,29.6,6.1,2.23
-27.4282722701694,-51.1738385453154,30.9,273.4,53.2,22.7,6.4,1.77
-27.4282271301604,-51.1738384746129,38.1,357.1,70.2,34.4,6.73,1.43
-27.4281819901511,-51.1738384039107,46.5,376.5,76.9,34.9,6.59,1.31
-27.4281368501415,-51.1738383332086,28.4,210.1,39.8,29.2,6.14,2.12
-27.4280917101316,-51.1738382625067,36.8,329.9,71.6,26.6,6.49,1.61
-27.4280465701214,-51.1738381918049,46.0,355.8,81.6,37.7,6.75,1.21
-27.4280014301109,-51.1738381211034,38.3,343.1,59.7,28.7,6.31,1.72
-27.4279562901002,-51.1738380504019,33.0,305.6,63.3,30.1,6.46,1.75
-27.4279111500891,-51.1738379797007,30.8,267.0,46.4,22.0,6.04,1.98
-27.4278660100778,-51.1738379089996,32.9,267.1,41.2,24.2,6.12,1.79
-27.4278208700662,-51.1738378382987,31.2,303.4,55.1,31.4,6.21,1.55
-27.4277757300542,-51.1738377675979,27.6,275.4,60.5,27.9,6.08,1.91
-27.427730590042,-51.1738376968973,40.8,350.4,61.7,34.0,6.24,1.57
-27.4276854500295,-51.1738376261969,38.9,318.7,64.8,33.3,6.23,1.79
-27.4276403100167,-51.1738375554966,36.4,278.6,62.5,29.8,6.22,1.51
-27.4275951700036,-51.1738374847965,42.9,321.8,73.0,34.7,6.65,1.33
-27.4275500299902,-51.1738374140965,37.5,313.9,55.7,28.1,6.26,1.41
-27.4275048899765,-51.1738373433968,42.5,352.0,72.3,36.5,6.57,1.64
-27.4274597499625,-51.1738372726972,28.3,236.0,51.6,21.3,6.19,2.16
-27.4274146099483,-51.1738372019977,32.8,269.4,55.8,22.2,6.09,1.84
-27.4273694699337,-51.1738371312984,40.7,334.0,58.5,38.1,6.57,1.54
-27.4273243299188,-51.1738370605993,31.9,291.0,49.8,30.3,6.13,1.5
-27.4272791899037,-51.1738369899004,30.3,228.8,47.1,19.1,5.78,1.92
-27.4272340498883,-51.1738369192016,33.5,311.8,61.6,29.7,6.32,1.74
-27.4271889098725,-51.173836848503,34.8,277.3,48.3,25.5,6.17,1.97
-27.4271437698565,-51.1738367778045,43.7,367.3,89.0,33.6,6.65,1.25
-27.4270986298402,-51.1738367071062,28.6,283.8,52.6,26.2,6.08,2.03
-27.4270534898236,-51.1738366364081,44.1,309.9,63.8,33.6,6.47,1.81
-27.4270083498067,-51.1738365657101,48.0,391.2,74.7,40.8,6.76,1.19
-27.4269632097895,-51.1738364950123,40.9,357.6,63.2,31.8,6.44,1.7
-27.426918069772,-51.1738364243147,33.2,322.1,59.8,32.0,6.21,1.35
-27.4268729297542,-51.1738363536172,41.1,327.5,60.9,36.8,6.58,1.51
-27.4268277897361,-51.1738362829199,26.0,240.1,57.3,26.5,6.15,2.21
-27.4267826497178,-51.1738362122228,47.4,433.1,74.4,37.4,6.75,1.23
-27.4267375096991,-51.1738361415258,26.4,270.9,56.1,22.4,6.11,1.74
-27.4266923696802,-51.173836070829,47.7,383.2,68.7,37.0,6.61,1.4
-27.4266472296609,-51.1738360001324,29.0,281.7,55.6,21.0,6.1,1.92
-27.4266020896414,-51.1738359294359,25.2,269.9,46.3,25.4,5.89,1.98
-27.4265569496216,-51.1738358587396,39.4,330.2,67.3,29.3,6.26,1.64
-27.4265118096014,-51.1738357880434,50.9,362.2,69.7,40.6,6.75,1.3
-27.426466669581,-51.1738357173474,41.2,338.3,61.3,32.6,6.48,1.56
-27.4264215295603,-51.1738356466516,33.1,284.4,49.6,29.1,5.95,1.88
-27.4263763895393,-51.173835575956,28.4,262.4,54.6,28.2,6.29,1.73
-27.4263546678973,-51.1737343668248,46.8,387.0,77.1,33.8,6.58,1.16
-27.4263998079187,-51.1737344374792,43.8,330.3,75.5,35.6,6.47,1.62
-27.4264449479398,-51.1737345081338,28.9,224.0,50.8,22.0,6.1,1.98
-27.4264900879606,-51.1737345787886,34.3,269.4,63.0,26.4,6.23,1.62
-27.4265352279811,-51.1737346494435,42.2,379.7,68.1,25.4,6.67,1.61
-27.4265803680013,-51.1737347200986,36.8,339.1,63.9,35.4,6.59,1.67
-27.4266255080212,-51.1737347907538,52.3,379.4,69.4,31.9,6.66,1.65
-27.4266706480408,-51.1737348614093,34.6,304.1,57.6,30.6,6.56,1.37
-27.4267157880602,-51.1737349320648,42.2,384.8,70.2,36.0,6.75,1.46
-27.4267609280792,-51.1737350027206,46.7,380.7,75.5,36.6,6.56,1.3
-27.426806068098,-51.1737350733765,45.7,365.1,75.2,35.3,6.74,1.15
-27.4268512081164,-51.1737351440326,46.9,400.9,72.1,34.2,6.49,1.73
-27.4268963481346,-51.1737352146888,30.3,221.0,56.1,19.9,6.06,1.84
-27.4269414881525,-51.1737352853452,42.9,353.0,60.8,31.9,6.55,1.77
-27.42698662817,-51.1737353560018,46.5,335.2,76.0,35.0,6.49,1.56
-27.4270317681873,-51.1737354266585,43.6,365.4,61.0,40.9,6.64,1.31
-27.4270769082043,-51.1737354973154,39.9,399.5,74.8,39.9,6.57,1.54
-27.427122048221,-51.1737355679725,37.0,313.5,61.5,34.3,6.36,1.65
-27.4271671882374,-51.1737356386297,39.9,303.4,70.0,32.5,6.24,1.44
-27.4272123282535,-51.1737357092871,33.6,300.5,65.2,31.5,6.43,1.74
-27.4272574682694,-51.1737357799447,33.2,320.1,49.2,31.6,6.32,1.85
-27.4273026082849,-51.1737358506024,48.7,397.3,80.9,39.3,6.71,1.35
-27.4273477483001,-51.1737359212603,45.3,381.7,74.4,32.1,6.67,1.56
-27.4273928883151,-51.1737359919183,48.2,360.1,76.8,31.3,6.78,1.74
-27.4274380283297,-51.1737360625766,51.6,388.5,80.8,36.7,6.59,1.74
-27.4274831683441,-51.1737361332349,44.3,382.2,70.0,36.3,6.65,1.6
-27.4275283083582,-51.1737362038935,43.9,414.0,75.0,38.5,6.75,1.58
-27.4275734483719,-51.1737362745522,34.1,291.2,51.5,27.9,6.31,1.84
-27.4276185883854,-51.1737363452111,38.7,305.3,68.1,33.5,6.35,1.57
-27.4276637283986,-51.1737364158701,38.8,274.4,55.9,28.7,6.4,2.03
-27.4277088684115,-51.1737364865293,47.7,370.7,75.0,42.2,6.75,1.11
-27.4277540084241,-51.1737365571887,31.0,299.7,42.3,23.1,6.06,2.45
-27.4277991484364,-51.1737366278482,41.3,414.2,66.0,43.0,6.72,1.15
-27.4278442884485,-51.1737366985079,35.3,287.9,55.7,31.0,6.13,1.91
-27.4278894284602,-51.1737367691678,35.8,293.9,70.0,32.7,6.23,1.6
-27.4279345684716,-51.1737368398278,49.3,381.6,75.9,41.3,6.78,1.27
-27.4279797084828,-51.173736910488,35.7,303.8,56.4,28.6,6.23,1.4
-27.4280248484936,-51.1737369811484,35.0,237.2,54.0,29.0,6.13,2.01
-27.4280699885042,-51.1737370518089,47.7,395.8,78.9,41.0,6.64,1.27
-27.4281151285144,-51.1737371224696,42.2,353.3,72.0,33.4,6.56,1.8
-27.4281602685244,-51.1737371931304,34.1,248.4,51.0,30.9,5.81,1.92
-27.4282054085341,-51.1737372637915,29.9,248.5,44.6,29.1,5.92,1.76
-27.4282505485435,-51.1737373344526,44.9,377.2,70.2,39.7,6.57,1.29
-27.4282956885526,-51.173737405114,35.3,276.3,56.6,29.1,6.15,1.86
-27.4283408285614,-51.1737374757755,44.5,347.4,66.3,37.7,6.48,1.26
-27.4283859685699,-51.1737375464372,29.3,283.8,51.6,32.3,6.09,1.55
-27.4284311085781,-51.173737617099,43.3,394.2,80.8,38.6,6.76,1.44
-27.428476248586,-51.173737687761,41.7,413.0,76.7,41.6,6.58,1.25
-27.4285213885936,-51.1737377584232,36.8,286.8,65.5,33.3,6.16,1.64
-27.428566528601,-51.1737378290855,46.8,395.4,63.7,43.2,6.79,1.19
-27.428611668608,-51.173737899748,45.4,359.6,74.4,37.8,6.72,1.26
-27.4286568086148,-51.1737379704107,37.4,283.7,51.0,31.7,6.02,1.87
-27.4287019486212,-51.1737380410735,44.8,349.8,64.8,31.5,6.42,1.53
-27.4287470886274,-51.1737381117365,40.8,295.9,60.2,35.2,6.5,1.26
-27.4287922286333,-51.1737381823997,30.9,317.6,59.2,29.1,6.34,1.71
-27.4288373686389,-51.173738253063,47.9,395.5,75.5,37.7,6.55,1.7
-27.4288825086442,-51.1737383237265,32.4,289.9,63.8,31.4,6.22,1.87
-27.4289276486492,-51.1737383943902,48.8,378.6,76.3,40.3,6.61,1.23
-27.4289727886539,-51.173738465054,28.6,251.4,49.2,17.5,6.0,1.95
-27.4290179286583,-51.173738535718,40.6,309.8,60.4,33.7,6.56,1.46
-27.4290630686624,-51.1737386063821,46.6,365.2,69.1,32.7,6.63,1.16
-27.4291082086662,-51.1737386770464,43.4,304.6,67.2,30.8,6.36,2.0
-27.4291533486698,-51.1737387477109,44.4,356.7,71.4,28.7,6.48,1.15
-27.429198488673,-51.1737388183755,25.2,233.1,52.0,23.4,5.92,2.03
-27.4292436286759,-51.1737388890403,43.7,351.1,70.2,32.4,6.48,1.51
-27.4292887686786,-51.1737389597053,41.6,333.4,72.5,37.4,6.51,1.44
-27.429333908681,-51.1737390303705,50.1,357.6,73.6,37.5,6.71,1.39
-27.429379048683,-51.1737391010358,44.3,323.9,63.7,29.6,6.44,1.72
-27.4294241886848,-51.1737391717012,43.9,358.3,63.6,37.8,6.64,1.29
-27.4294693286863,-51.1737392423669,39.8,331.1,65.9,36.8,6.59,1.56
-27.4295144686875,-51.1737393130327,31.9,269.7,56.2,29.5,6.2,1.74
-27.4295596086884,-51.1737393836986,32.8,222.7,40.6,23.3,6.03,2.01
-27.429604748689,-51.1737394543647,37.2,251.5,56.1,26.0,6.08,1.94
-27.4296498886893,-51.173739525031,31.2,243.1,56.5,27.8,5.99,2.22
-27.4296950286893,-51.1737395956975,38.8,323.7,65.6,36.2,6.44,1.72
